# action time       action
2459766.57590005  	1
2459766.575917411 	2
2459766.5776188   	3
2459766.5776361614	4
2459766.57845722  	1
2459766.5784745812	2
2459766.58017597  	3
2459766.5801933315	4
2459766.58100512  	1
2459766.5810224814	2
2459766.5827238704	3
2459766.5827412317	4
2459766.58355142  	1
2459766.583568781 	2
2459766.58527017  	3
2459766.5852875314	4
2459766.58654837  	1
2459766.586565731 	2
2459766.58826712  	3
2459766.5882844813	4
2459766.58909962  	1
2459766.5891169813	2
2459766.59081837  	3
2459766.5908357315	4
2459766.59199929  	1
2459766.5920166513	2
2459766.5948754475	3
2459766.5948928087	4
2459766.60056633  	1
2459766.600583691 	2
2459766.6034424873	3
2459766.6034598486	4
2459766.60801342  	1
2459766.608030781 	2
2459766.6108895773	3
2459766.6109069386	4
2459766.61200403  	1
2459766.6120213913	2
2459766.6148801874	3
2459766.6148975487	4
2459766.61599628  	1
2459766.6160136415	2
2459766.6188724376	3
2459766.618889799 	4
2459766.63979322  	1
2459766.639810581 	2
2459766.64151197  	3
2459766.6415293314	4
2459766.64235053  	1
2459766.642367891 	2
2459766.64406928  	3
2459766.6440866413	4
2459766.64489814  	1
2459766.644915501 	2
2459766.64661689  	3
2459766.6466342513	4
2459766.64744443  	1
2459766.647461791 	2
2459766.64916318  	3
2459766.6491805413	4
2459766.65045384  	1
2459766.650471201 	2
2459766.65217259  	3
2459766.6521899514	4
2459766.65300506  	1
2459766.653022421 	2
2459766.65472381  	3
2459766.6547411713	4
2459766.65591237  	1
2459766.655929731 	2
2459766.6587885274	3
2459766.6588058886	4
2459766.66448739  	1
2459766.664504751 	2
2459766.6673635473	3
2459766.6673809085	4
2459766.67332516  	1
2459766.6733425213	2
2459766.6762013175	3
2459766.6762186787	4
2459766.67731611  	1
2459766.6773334714	2
2459766.6801922675	3
2459766.680209629 	4
2459766.68130911  	1
2459766.6813264713	2
2459766.6841852674	3
2459766.6842026287	4
2459766.70374163  	1
2459766.7037589913	2
2459766.7054603803	3
2459766.7054777415	4
2459766.70629896  	1
2459766.706316321 	2
2459766.70801771  	3
2459766.7080350714	4
2459766.70884637  	1
2459766.7088637315	2
2459766.7105651204	3
2459766.7105824817	4
2459766.71139266  	1
2459766.7114100214	2
2459766.7131114104	3
2459766.7131287716	4
2459766.71441653  	1
2459766.7144338912	2
2459766.71613528  	3
2459766.7161526415	4
2459766.71732857  	1
2459766.717345931 	2
2459766.7202047273	3
2459766.7202220885	4
2459766.72590381  	1
2459766.7259211713	2
2459766.7287799674	3
2459766.7287973287	4
2459766.72960751  	1
2459766.729624871 	2
2459766.7324836673	3
2459766.7325010286	4
2459766.74587823  	1
2459766.745895591 	2
2459766.7487543873	3
2459766.7487717485	4
2459766.75049745  	1
2459766.7505148114	2
2459766.7522162003	3
2459766.7522335616	4
2459766.75333386  	1
2459766.7533512213	2
2459766.7550526103	3
2459766.7550699716	4
2459766.76936046  	1
2459766.769377821 	2
2459766.77107921  	3
2459766.7710965713	4
2459766.77209676  	1
2459766.7721141214	2
2459766.7749729175	3
2459766.7749902788	4
2459766.77605918  	1
2459766.7760765413	2
2459766.7777779303	3
2459766.7777952915	4
2459766.77894794  	1
2459766.7789653013	2
2459766.7806666903	3
2459766.7806840516	4
2459766.78150083  	1
2459766.781518191 	2
2459766.78321958  	3
2459766.7832369413	4
2459766.78691918  	1
2459766.786936541 	2
2459766.7897953372	3
2459766.7898126985	4
2459766.7924734   	1
2459766.7924907613	2
2459766.7953495574	3
2459766.7953669187	4
2459766.7961771   	1
2459766.796194461 	2
2459766.7990532573	3
2459766.7990706186	4
2459766.81047159  	1
2459766.8104889514	2
2459766.8133477475	3
2459766.813365109 	4
2459766.8141753   	1
2459766.814192661 	2
2459766.8170514572	3
2459766.8170688185	4
2459766.81829872  	1
2459766.818316081 	2
2459766.82001747  	3
2459766.8200348313	4
2459766.83157233  	1
2459766.8315896913	2
2459766.8332910803	3
2459766.8333084416	4
2459766.83412955  	1
2459766.8341469113	2
2459766.8358483003	3
2459766.8358656615	4
2459766.83667594  	1
2459766.8366933013	2
2459766.8383946903	3
2459766.8384120516	4
2459766.83922224  	1
2459766.839239601 	2
2459766.84094099  	3
2459766.8409583513	4
2459766.84228882  	1
2459766.8423061813	2
2459766.8440075703	3
2459766.8440249315	4
2459766.84484039  	1
2459766.8448577514	2
2459766.8465591404	3
2459766.8465765016	4
2459766.84738669  	1
2459766.847404051 	2
2459766.84910544  	3
2459766.8491228013	4
2459766.85261536  	1
2459766.8526327214	2
2459766.8554915176	3
2459766.855508879 	4
2459766.85834427  	1
2459766.858361631 	2
2459766.8612204273	3
2459766.8612377886	4
2459766.86204798  	1
2459766.8620653413	2
2459766.8649241375	3
2459766.8649414987	4
2459766.87564205  	1
2459766.8756594113	2
2459766.8785182075	3
2459766.8785355687	4
2459766.87934575  	1
2459766.879363111 	2
2459766.8822219074	3
2459766.8822392686	4
2459766.8845113   	1
2459766.884528661 	2
2459766.88623005  	3
2459766.8862474114	4
2459766.89590286  	1
2459766.895920221 	2
2459766.89762161  	3
2459766.8976389715	4
2459766.89845926  	1
2459766.898476621 	2
2459766.90017801  	3
2459766.9001953714	4
2459766.90100556  	1
2459766.9010229213	2
2459766.9027243103	3
2459766.9027416715	4
2459766.90355185  	1
2459766.9035692113	2
2459766.9052706   	3
2459766.9052879615	4
2459766.90661494  	1
2459766.9066323014	2
2459766.9083336904	3
2459766.9083510516	4
2459766.90916745  	1
2459766.909184811 	2
2459766.9108862   	3
2459766.9109035614	4
2459766.91456145  	1
2459766.9145788113	2
2459766.9174376074	3
2459766.9174549687	4
2459766.92013058  	1
2459766.9201479414	2
2459766.9230067376	3
2459766.923024099 	4
2459766.92594698  	1
2459766.925964341 	2
2459766.928823137 	3
2459766.9288404984	4
2459766.9299094   	1
2459766.9299267614	2
2459766.9327855576	3
2459766.932802919 	4
2459766.93696462  	1
2459766.936981981 	2
2459766.9398407773	3
2459766.9398581386	4
2459766.96326619  	1
2459766.9632835514	2
2459766.9649849404	3
2459766.9650023016	4
2459766.96582344  	1
2459766.965840801 	2
2459766.96754219  	3
2459766.9675595514	4
2459766.968372    	1
2459766.968389361 	2
2459766.97009075  	3
2459766.9701081114	4
2459766.97091829  	1
2459766.970935651 	2
2459766.97263704  	3
2459766.9726544013	4
2459766.97346673  	1
2459766.9734840915	2
2459766.9751854804	3
2459766.9752028417	4
2459766.97882254  	1
2459766.9788399013	2
2459766.9816986974	3
2459766.9817160587	4
2459766.98439808  	1
2459766.9844154413	2
2459766.9872742374	3
2459766.9872915987	4
2459766.99039156  	1
2459766.990408921 	2
2459766.9932677173	3
2459766.9932850786	4
2459766.9943318   	1
2459766.994349161 	2
2459766.9972079573	3
2459766.9972253186	4
2459767.00042444  	1
2459767.0004418013	2
2459767.0033005974	3
2459767.0033179587	4
2459767.02560233  	1
2459767.0256196912	2
2459767.02732108  	3
2459767.0273384415	4
2459767.02815421  	1
2459767.0281715714	2
2459767.0298729604	3
2459767.0298903217	4
2459767.0307006   	1
2459767.030717961 	2
2459767.03241935  	3
2459767.0324367112	4
2459767.03374285  	1
2459767.0337602114	2
2459767.0354616004	3
2459767.0354789617	4
2459767.03629435  	1
2459767.036311711 	2
2459767.0380131   	3
2459767.0380304614	4
2459767.03884065  	1
2459767.0388580114	2
2459767.0405594003	3
2459767.0405767616	4
2459767.04422542  	1
2459767.044242781 	2
2459767.0471015773	3
2459767.0471189385	4
2459767.04980303  	1
2459767.0498203915	2
2459767.0526791876	3
2459767.052696549 	4
2459767.05722662  	1
2459767.0572439814	2
2459767.0601027776	3
2459767.060120139 	4
2459767.06340998  	1
2459767.063427341 	2
2459767.0662861373	3
2459767.0663034986	4
2459767.06711616  	1
2459767.067133521 	2
2459767.0699923174	3
2459767.0700096786	4
2459767.07081986  	1
2459767.070837221 	2
2459767.0736960173	3
2459767.0737133785	4
2459767.10229455  	1
2459767.102311911 	2
2459767.1040133   	3
